OWNERCITYCODE,OWNERTOWNCODE,RECEIVEYYYY,GENDER,BDATE,EDUCATION,RELATION,OTHERNOTFAMILYMEMBER
1000500000,1000518000,2021,F,097,D,Z,
6400000000,6401400000,2021,F,102,C,F,
6400000000,6400900000,2021,F,094,E,Z,
6500000000,6500200000,2021,M,105,I,G,
1001900000,,2021,M,093,E,9,
1002100000,,2021,M,108,I,H,
6300000000,6300400000,2021,M,098,D,H,
6400000000,6401900000,2021,M,100,C,Z,
6500000000,6500400000,2021,F,097,Z,E,
6500000000,6500400000,2021,M,098,C,G,
1001900000,,2021,M,099,C,F,
6300000000,6301000000,2021,M,103,Z,F,
1001900000,,2021,M,103,C,G,
6500000000,,2021,M,092,E,F,
6500000000,6501300000,2021,F,095,E,F,
6500000000,,2021,M,107,I,S,
1000800000,1000802000,2021,F,094,F,X,
1000300000,1000301000,2021,F,094,E,F,
1000700000,,2021,M,098,Z,9,
1000700000,1000701000,2021,M,099,C,G,
1001400000,1001401000,2021,F,097,D,G,
6500000000,6500700000,2021,F,097,D,Z,
1000700000,1000723000,2021,F,098,D,F,
1001900000,,2021,F,094,E,F,
6400000000,6401200000,2021,M,094,Z,9,
6500000000,,2021,M,102,C,F,
6500000000,6501300000,2021,F,096,D,F,
6300000000,6300800000,2021,M,105,I,F,
1001700000,1001702000,2021,F,098,C,G,
1000700000,1000701000,2021,F,093,E,F,
1002100000,,2021,M,103,C,F,
1001700000,1001704000,2021,M,094,D,F,
1001700000,1001704000,2021,F,105,I,G,
1001900000,,2021,M,105,I,G,
1001900000,,2021,M,094,E,9,
1001900000,,2021,M,093,D,F,
1001800000,1001802000,2021,M,095,D,G,
1000400000,1000410000,2021,M,106,I,K,
1001300000,,2021,F,106,I,K,
6400000000,6402100000,2021,M,096,Z,Q,
1000800000,1000802000,2021,M,104,I,Z,
6400000000,6400300000,2021,M,092,E,G,
6500000000,6502200000,2021,F,093,F,F,
1001900000,,2021,M,099,C,G,
1001800000,1001801000,2021,M,110,Z,F,
6500000000,6500500000,2021,M,110,I,9,
6400000000,6400400000,2021,M,093,E,X,
1001900000,,2021,M,098,C,Z,
6400000000,6400300000,2021,F,102,Z,Q,
1001800000,1001802000,2021,F,110,I,G,
1000700000,1000717000,2021,F,096,C,Z,
1001900000,,2021,F,092,Z,V,
6300000000,6300100000,2021,M,099,C,F,
6400000000,6401200000,2021,M,106,I,Z,
1001300000,1001302000,2021,F,093,E,G,
6500000000,6500200000,2021,M,099,C,F,
6300000000,6300300000,2021,M,099,C,G,
1000300000,1000308000,2021,M,100,C,G,
1000300000,1000308000,2021,M,101,C,F,
1001900000,,2021,M,092,E,F,
1000800000,1000813000,2021,M,093,E,Z,
6500000000,6500700000,2021,F,109,I,9,
6500000000,6500700000,2021,F,096,D,F,
1001900000,,2021,M,097,D,F,
6400000000,6401100000,2021,M,109,I,Y,
6500000000,6500500000,2021,M,106,I,F,
6500000000,6500300000,2021,M,101,C,F,
1000400000,1000402000,2021,M,095,D,F,
1002100000,,2021,M,101,C,G,
1002100000,,2021,F,097,D,F,
1001900000,,2021,M,102,C,F,
6500000000,6501700000,2021,M,092,Z,K,
6400000000,6401100000,2021,M,092,E,F,
1002100000,,2021,M,099,C,F,
6500000000,6501300000,2021,M,098,Z,F,
1002100000,,2021,M,100,C,F,
1002100000,,2021,F,093,E,9,
1001000000,1001005000,2021,M,105,I,G,
1001900000,,2021,M,103,C,F,
1001900000,,2021,M,099,C,X,
1000300000,1000307000,2021,M,102,C,F,
6300000000,6300800000,2021,M,104,C,F,
6400000000,6400600000,2021,M,103,C,F,
6400000000,6400100000,2021,M,100,C,F,
6300000000,6301100000,2021,F,102,C,G,
6400000000,6400400000,2021,M,100,Z,Q,
1001900000,,2021,F,100,C,X,
6400000000,6400600000,2021,M,098,C,G,
1000800000,1000812000,2021,M,104,I,G,
6500000000,6501100000,2021,F,094,E,F,
6400000000,6401500000,2021,F,105,I,J,
1000800000,1000812000,2021,M,106,I,G,
1000700000,1000703000,2021,F,094,Z,S,
6400000000,6401000000,2021,F,100,C,F,
1000800000,1000802000,2021,F,106,I,G,
1000700000,,2021,M,100,C,G,
1001700000,1001702000,2021,M,108,I,F,
1000200000,1000209000,2021,M,106,I,F,
1001900000,,2021,F,093,D,9,
0900700000,0900701000,2021,F,109,Z,G,
1001900000,,2021,F,105,I,F,
1001400000,1001404000,2021,F,096,Z,Q,
1001400000,1001416000,2021,M,101,C,S,
6500000000,6501700000,2021,F,105,I,G,
6500000000,6500300000,2021,M,099,C,F,
6400000000,6401200000,2021,F,093,F,F,
1002100000,,2021,M,104,I,F,
6400000000,6401500000,2021,F,109,I,F,
1001400000,1001409000,2021,M,106,Z,F,
1001300000,1001301000,2021,F,094,D,F,
1001900000,,2021,F,108,I,G,
1001900000,,2021,F,104,I,G,
6300000000,6300600000,2021,M,097,D,F,
6400000000,6401400000,2021,M,103,Z,F,
1000300000,1000305000,2021,M,110,I,F,
6400000000,6400500000,2021,M,109,I,G,
6300000000,6300800000,2021,F,100,C,G,
1001900000,,2021,F,108,I,F,
1000300000,1000302000,2021,M,093,E,9,
1000300000,1000307000,2021,F,103,I,F,
1000300000,1000312000,2021,M,106,I,F,
6300000000,6300800000,2021,M,099,C,F,
1002100000,,2021,F,107,I,G,
6500000000,6500500000,2021,F,105,Z,F,
6300000000,6301000000,2021,M,096,D,F,
6500000000,6500500000,2021,M,109,Z,F,
1000700000,1000702000,2021,M,102,Z,F,
1002100000,,2021,M,109,I,9,
6500000000,6501400000,2021,M,105,Z,G,
1002000000,,2021,M,109,Z,G,
6300000000,6301100000,2021,F,108,I,G,
1001400000,1001402000,2021,M,095,D,F,
6400000000,6401100000,2021,F,106,I,F,
1001800000,1001801000,2021,F,098,C,F,
6400000000,6402100000,2021,F,093,E,F,
1000300000,1000307000,2021,F,109,I,h,
1000900000,1000907000,2021,F,101,C,G,
1001900000,,2021,M,109,I,Y,
6500000000,6500500000,2021,M,094,E,F,
1000700000,1000720000,2021,M,105,I,Q,
6300000000,6300300000,2021,M,102,C,G,
1000300000,1000302000,2021,F,103,C,G,
1002000000,1002001000,2021,F,093,E,T,
1001400000,,2021,M,102,Z,Q,
1000700000,1000701000,2021,F,094,E,F,
1000500000,1000504000,2021,F,096,D,Z,
1000900000,1000916000,2021,F,103,C,G,
1001900000,,2021,M,096,D,G,
1000400000,1000401000,2021,F,103,C,F,
1000500000,1000516000,2021,F,100,C,H,
6500000000,6501000000,2021,F,102,C,F,
6300000000,6300200000,2021,F,093,E,F,
6300000000,6300800000,2021,M,104,C,F,
6300000000,6300800000,2021,F,093,E,G,
6300000000,6300200000,2021,M,110,I,F,
6300000000,6300700000,2021,F,092,E,9,
1000300000,1000312000,2021,F,097,D,G,
1000300000,1000307000,2021,F,110,I,F,
1000300000,1000306000,2021,F,103,C,G,
1000300000,1000305000,2021,F,098,C,F,
1000300000,1000308000,2021,F,096,D,Z,
1000300000,1000308000,2021,M,101,C,F,
1000300000,1000304000,2021,M,103,C,G,
1000300000,1000305000,2021,F,094,E,9,
1000300000,1000303000,2021,F,092,E,F,
1000300000,1000308000,2021,F,103,C,Z,
1000300000,1000311000,2021,F,103,C,F,
1001900000,,2021,M,101,C,F,
1001900000,,2021,M,099,C,F,
6400000000,6400900000,2021,M,102,C,F,
1001900000,,2021,F,100,C,H,
1001900000,,2021,M,101,C,H,
1001600000,1001601000,2021,M,102,C,F,
6400000000,6400800000,2021,M,102,C,G,
1002000000,,2021,F,110,I,G,
6500000000,6500200000,2021,M,095,D,F,
6500000000,6500100000,2021,M,101,Z,Z,
6300000000,6301100000,2021,F,096,D,F,
6400000000,6400500000,2021,M,097,D,H,
1000500000,1000505000,2021,M,098,C,F,
6400000000,6402800000,2021,F,106,I,F,
1000400000,1000405000,2021,F,097,D,F,
1000700000,1000707000,2021,M,093,E,F,
6300000000,,2021,M,093,E,G,
1000300000,1000305000,2021,M,104,C,Z,
6500000000,6500600000,2021,M,103,C,F,
6400000000,6400500000,2021,F,100,Z,q,
6400000000,6400400000,2021,M,096,D,F,
1001900000,,2021,M,092,Z,S,
1001900000,,2021,M,093,Z,S,
1001900000,,2021,M,093,Z,S,
1001900000,,2021,M,096,D,R,
1002100000,,2021,M,097,D,G,
1002100000,,2021,M,096,D,G,
1000900000,1000920000,2021,M,097,D,F,
1000900000,1000904000,2021,F,095,E,G,
1000500000,1000502000,2021,M,103,C,Z,
6400000000,6401900000,2021,M,098,Z,Q,
6400000000,6402000000,2021,M,103,C,G,
6400000000,6400400000,2021,F,097,Z,F,
6500000000,6500500000,2021,F,109,I,G,
6300000000,6300300000,2021,M,096,D,G,
6300000000,6300300000,2021,M,101,C,G,
1000300000,1000301000,2021,F,094,E,F,
1000300000,1000304000,2021,F,093,E,Z,
1000300000,1000305000,2021,M,092,E,F,
1001900000,,2021,M,109,I,Z,
1001000000,1001002000,2021,M,103,C,F,
1001800000,1001801000,2021,M,104,C,T,
1001900000,,2021,M,106,I,F,
1001900000,,2021,F,101,C,F,
1001900000,,2021,M,105,I,G,
1000300000,1000303000,2021,F,095,D,F,
1001900000,,2021,M,100,C,Z,
1000500000,1000504000,2021,M,096,D,F,
6300000000,6300400000,2021,F,097,D,G,
6500000000,6501300000,2021,F,093,E,F,
6500000000,6500500000,2021,F,107,Z,9,
6500000000,6500500000,2021,M,105,Z,F,
6500000000,6500100000,2021,M,105,I,G,
1001000000,1001002000,2021,F,093,E,F,
6500000000,6500600000,2021,M,108,I,F,
1001900000,,2021,F,107,I,9,
1001900000,,2021,F,097,D,F,
6500000000,6500100000,2021,M,095,D,F,
6500000000,6500300000,2021,F,105,I,G,
1001900000,,2021,M,093,D,X,
6500000000,6500500000,2021,M,093,E,G,
1000300000,1000301000,2021,F,095,E,F,
1000300000,1000308000,2021,M,098,C,G,
1001900000,,2021,M,094,E,Z,
1000700000,1000702000,2021,F,104,C,F,
6400000000,6400800000,2021,F,093,E,Z,
6500000000,6500700000,2021,F,092,E,F,
6400000000,6401700000,2021,F,108,Z,F,
6300000000,,2021,F,110,I,G,
6500000000,6502300000,2021,F,094,D,F,
1000500000,1000505000,2021,F,107,I,G,
1002100000,,2021,M,106,I,H,
1001900000,,2021,M,093,E,F,
1000700000,1000704000,2021,M,096,Z,W,
1001800000,1001803000,2021,F,104,Z,F,
1001900000,,2021,M,103,C,F,
6400000000,6401400000,2021,F,104,I,G,
1002100000,,2021,M,101,C,F,
6400000000,6401700000,2021,M,095,D,Q,
1002100000,,2021,F,099,Z,Q,
6300000000,6301100000,2021,F,101,C,F,
1000300000,1000308000,2021,F,110,I,G,
1000300000,1000302000,2021,F,100,C,X,
1000300000,1000309000,2021,M,094,E,F,
6500000000,6500300000,2021,M,110,I,O,
6500000000,6500100000,2021,M,109,I,9,
6500000000,6500500000,2021,F,092,E,G,
1001900000,,2021,M,109,I,F,
6500000000,6500900000,2021,F,102,C,F,
6500000000,6500900000,2021,M,100,C,F,
6400000000,6401700000,2021,F,102,Z,Q,
1001300000,1001308000,2021,M,103,Z,H,
6500000000,,2021,M,103,C,F,
6400000000,6400300000,2021,F,098,Z,Q,
1000400000,1000405000,2021,F,104,I,J,
6300000000,6301100000,2021,F,092,Z,X,
6300000000,6301200000,2021,F,099,C,G,
6500000000,6500300000,2021,F,104,I,F,
1001900000,,2021,M,093,E,9,
6500000000,6501500000,2021,M,100,C,G,
1002100000,,2021,F,108,I,G,
1001800000,1001802000,2021,F,095,D,J,
6500000000,6500100000,2021,F,109,Z,F,
6400000000,6400500000,2021,F,106,I,G,
1000700000,1000726000,2021,F,109,I,F,
1000700000,1000702000,2021,F,096,D,F,
6400000000,6401000000,2021,F,100,C,Z,
6400000000,6401400000,2021,F,099,C,G,
1000500000,1000505000,2021,M,097,D,F,
1000500000,1000501000,2021,F,105,I,G,
6400000000,6401700000,2021,M,101,C,G,
1001000000,1001005000,2021,M,094,E,G,
1001900000,,2021,M,093,Z,S,
1000300000,1000302000,2021,M,105,I,H,
1001900000,,2021,F,093,Z,S,
1002000000,1002002000,2021,M,110,I,h,
6400000000,6402600000,2021,M,097,D,F,
6500000000,6500100000,2021,F,106,Z,F,
1002100000,,2021,M,107,I,F,
6500000000,6500500000,2021,M,097,C,G,
1002100000,,2021,M,095,D,G,
1001900000,,2021,F,109,I,F,
6300000000,6300200000,2021,M,108,Z,F,
1000300000,1000301000,2021,F,093,E,Z,
6300000000,6300800000,2021,M,098,C,G,
1002100000,,2021,F,110,I,G,
1000700000,1000701000,2021,M,104,I,F,
1001300000,1001316000,2021,F,109,Z,G,
1001300000,1001313000,2021,F,100,C,F,
6400000000,6400300000,2021,F,094,Z,Z,
6400000000,6401700000,2021,M,095,D,F,
1000400000,1000402000,2021,F,110,I,G,
1000800000,1000804000,2021,M,102,C,Z,
6300000000,6301100000,2021,M,095,Z,9,
6300000000,6301100000,2021,M,094,Z,9,
6500000000,6500500000,2021,F,102,C,Z,
6500000000,6500500000,2021,F,102,C,Z,
6500000000,6500900000,2021,M,094,Z,F,
6400000000,6401200000,2021,F,094,Z,9,
6400000000,6402600000,2021,F,096,D,G,
1000300000,1000306000,2021,M,103,I,Y,
1001900000,,2021,F,109,I,G,
6500000000,6500500000,2021,F,104,Z,G,
6300000000,6300500000,2021,M,092,E,F,
1000700000,1000703000,2021,F,095,Z,Q,
1000300000,1000312000,2021,M,102,C,G,
1000300000,1000308000,2021,F,096,D,G,
1002100000,,2021,F,097,D,G,
6500000000,6501000000,2021,M,107,I,F,
6500000000,6501100000,2021,M,095,D,G,
1001900000,,2021,M,008,D,Z,
6500000000,6500200000,2021,M,099,C,F,
6300000000,6301200000,2021,F,099,C,G,
1000800000,1000813000,2021,F,101,Z,X,
6500000000,6501000000,2021,F,096,D,G,
1000800000,1000813000,2021,F,100,Z,X,
1001300000,1001317000,2021,M,102,C,F,
6400000000,6400200000,2021,F,093,Z,F,
1001300000,1001302000,2021,F,110,I,F,
6400000000,6401200000,2021,M,100,C,G,
6400000000,6400800000,2021,M,093,E,F,
6400000000,6400800000,2021,F,093,E,G,
6400000000,6400800000,2021,F,095,D,G,
1001800000,1001801000,2021,M,100,C,9,
1001900000,,2021,F,102,C,F,
6400000000,6401200000,2021,M,106,Z,F,
1000700000,1000720000,2021,F,094,E,G,
6400000000,6400500000,2021,F,094,E,E,
6400000000,6400500000,2021,M,095,D,G,
6400000000,6401200000,2021,M,105,I,Y,
1001900000,,2021,M,110,I,G,
6300000000,6300700000,2021,M,096,Z,G,
1001900000,,2021,F,106,I,G,
6300000000,6300700000,2021,M,099,C,Z,
6400000000,6401900000,2021,F,092,G,Z,
6300000000,,2021,M,095,D,G,
6300000000,6300100000,2021,M,092,E,H,
6300000000,6300500000,2021,M,093,E,Z,
6300000000,6300300000,2021,F,109,I,G,
6300000000,6300200000,2021,M,097,D,Z,
6300000000,6301200000,2021,M,097,D,F,
6300000000,6300300000,2021,F,095,E,Z,
6300000000,6300700000,2021,F,094,E,G,
1000300000,1000302000,2021,F,103,I,F,
1000300000,1000305000,2021,M,098,Z,Q,
1000300000,1000302000,2021,F,097,D,K,
1000300000,1000310000,2021,F,096,D,G,
1000300000,1000301000,2021,F,107,I,F,
6500000000,6500800000,2021,F,107,I,F,
6400000000,6401200000,2021,F,093,E,X,
1000300000,1000302000,2021,F,110,I,F,
1000700000,1000711000,2021,M,101,C,F,
1000900000,1000902000,2021,F,105,I,J,
1001000000,1001004000,2021,F,107,I,F,
1000500000,1000505000,2021,F,100,C,F,
1001900000,,2021,M,095,E,F,
6500000000,6501700000,2021,M,107,I,F,
1000700000,,2021,M,108,I,9,
6400000000,6401100000,2021,F,095,D,G,
6400000000,6401200000,2021,F,093,D,9,
6500000000,6501400000,2021,M,110,I,9,
6300000000,6300700000,2021,F,093,E,F,
1000700000,1000720000,2021,F,099,C,G,
1000800000,1000813000,2021,F,102,Z,X,
1000300000,1000301000,2021,F,095,E,X,
6400000000,6401100000,2021,F,097,D,F,
1000500000,1000501000,2021,M,101,C,F,
1001800000,1001802000,2021,M,103,C,G,
1001900000,,2021,M,096,D,F,
1000900000,1000905000,2021,F,107,I,G,
6500000000,6501500000,2021,M,103,C,G,
1000800000,1000811000,2021,F,108,Z,H,
1001600000,1001601000,2021,M,102,Z,9,
1001600000,1001602000,2021,F,103,Z,9,
1000500000,1000516000,2021,M,110,I,F,
6300000000,6301000000,2021,F,098,Z,Q,
1001400000,1001415000,2021,F,108,I,G,
6400000000,6401700000,2021,M,104,I,2,
1001900000,,2021,M,098,D,F,
6400000000,6401100000,2021,M,109,I,F,
1000400000,1000402000,2021,F,097,Z,9,
1001300000,1001301000,2021,M,096,D,F,
1001500000,1001505000,2021,M,093,E,Z,
1001900000,,2021,M,094,E,F,
1001900000,,2021,M,095,D,X,
1001900000,,2021,M,105,I,H,
6400000000,6400400000,2021,F,092,E,G,
1000500000,1000517000,2021,F,101,C,G,
1000700000,1000720000,2021,F,106,I,G,
6400000000,6402400000,2021,M,102,C,F,
6500000000,6500100000,2021,M,098,D,G,
1000800000,1000801000,2021,F,105,I,G,
1000800000,1000801000,2021,F,102,C,G,
1001000000,1001016000,2021,F,095,E,Z,
1000300000,1000302000,2021,F,094,E,F,
1000300000,1000302000,2021,M,104,I,H,
1000700000,1000701000,2021,M,094,D,F,
1000500000,1000505000,2021,F,100,C,F,
6400000000,6400200000,2021,F,093,E,G,
1000300000,1000304000,2021,M,096,D,F,
1000300000,1000302000,2021,F,101,C,F,
1000300000,1000303000,2021,M,104,C,G,
1001000000,1001001000,2021,M,098,C,F,
1001000000,1001012000,2021,M,100,C,G,
1001000000,1001012000,2021,M,100,C,G,
1001000000,1001014000,2021,M,101,C,G,
1001900000,,2021,F,103,C,F,
6500000000,6501000000,2021,F,093,E,Y,
6500000000,6500600000,2021,M,097,D,G,
6500000000,6500300000,2021,F,105,I,G,
6500000000,6501700000,2021,M,098,I,F,
1001900000,,2021,M,109,I,F,
1001900000,,2021,M,109,I,F,
1000300000,1000301000,2021,F,092,Z,F,
1000300000,1000311000,2021,M,092,E,F,
1002000000,1002001000,2021,M,030,C,G,
1001900000,,2021,F,104,I,F,
1000800000,1000804000,2021,M,104,I,Z,
1001700000,1001703000,2021,M,096,Z,F,
6300000000,6300800000,2021,F,105,I,K,
1001300000,1001313000,2021,M,096,D,G,
1000800000,1000802000,2021,F,105,Z,G,
6400000000,6400200000,2021,M,110,I,G,
6300000000,6300700000,2021,F,093,E,9,
6400000000,6403200000,2021,M,096,D,G,
6500000000,6500100000,2021,F,093,Z,E,
1000700000,1000723000,2021,F,095,D,G,
1002100000,,2021,M,104,C,G,
1002100000,,2021,M,103,C,Z,
1002100000,,2021,M,105,I,F,
6300000000,6300800000,2021,M,102,Z,G,
1002100000,,2021,F,102,C,G,
1000900000,1000901000,2021,F,093,Z,Y,
6300000000,6300800000,2021,M,105,I,Z,
6400000000,6400900000,2021,M,101,C,F,
6500000000,6500300000,2021,M,106,I,F,
6500000000,6500300000,2021,M,102,Z,G,
1001900000,,2021,F,108,I,F,
1000200000,,2021,F,093,Z,9,
1002100000,,2021,M,098,D,X,
1002100000,,2021,F,094,Z,Q,
6500000000,6500100000,2021,M,099,C,F,
1002100000,,2021,M,101,C,H,
1002100000,,2021,F,093,D,Z,
6500000000,6500700000,2021,F,098,D,F,
1000900000,1000901000,2021,F,097,D,G,
1000700000,1000712000,2021,M,094,Z,Q,
1002100000,,2021,M,097,C,Z,
1002100000,,2021,F,092,E,n,
1002100000,,2021,F,104,I,Z,
1002100000,,2021,M,097,D,H,
6400000000,6401700000,2021,M,103,C,G,
1002100000,,2021,M,105,I,H,
1002100000,,2021,M,096,D,F,
1001500000,1001505000,2021,F,101,C,F,
1002100000,,2021,M,100,Z,Q,
6400000000,6401100000,2021,M,101,C,F,
6400000000,6401200000,2021,M,103,C,H,
1001300000,1001311000,2021,M,093,E,Y,
6400000000,6400300000,2021,M,103,I,F,
6400000000,6401200000,2021,F,104,I,Z,
6400000000,,2021,M,096,D,G,
1001300000,1001302000,2021,F,092,E,E,
6500000000,6500700000,2021,F,094,E,F,
1001900000,,2021,F,102,C,G,
6500000000,6500300000,2021,F,093,E,9,
6500000000,6500100000,2021,F,105,I,F,
6500000000,6500100000,2021,F,109,I,F,
6400000000,6401200000,2021,F,110,I,G,
1002100000,,2021,F,107,I,F,
1001900000,,2021,M,108,I,h,
1001900000,,2021,F,109,I,h,
1001900000,,2021,M,094,E,Z,
6500000000,6501300000,2021,M,095,Z,G,
1001300000,,2021,F,096,D,X,
6400000000,6402700000,2021,M,107,I,G,
6500000000,6500200000,2021,F,095,E,F,
1000300000,1000302000,2021,F,094,E,F,
1001400000,1001401000,2021,M,102,C,H,
1000400000,1000405000,2021,F,092,G,F,
1002100000,,2021,M,097,D,G,
6400000000,6400200000,2021,M,093,E,F,
6500000000,6500700000,2021,F,110,I,9,
1001500000,1001505000,2021,M,100,C,F,
6500000000,6500200000,2021,M,095,Z,F,
1001700000,1001702000,2021,F,097,D,F,
6300000000,6300100000,2021,F,101,C,F,
6300000000,6301200000,2021,M,099,C,G,
1000300000,1000309000,2021,F,095,D,9,
1000300000,1000303000,2021,M,093,E,9,
1001900000,,2021,F,099,C,W,
6400000000,6403100000,2021,M,093,E,Z,
1000900000,1000902000,2021,F,097,Z,Q,
1001900000,,2021,F,093,Z,Q,
6300000000,6301000000,2021,M,093,E,9,
1001800000,1001803000,2021,F,095,E,J,
1002100000,,2021,M,097,D,G,
1000500000,1000501000,2021,F,102,C,F,
1001300000,1001312000,2021,F,109,Z,F,
6400000000,6400900000,2021,M,108,I,F,
6400000000,6401700000,2021,M,105,Z,S,
6400000000,6400500000,2021,F,108,I,G,
6500000000,6500500000,2021,F,095,E,G,
6500000000,6501100000,2021,M,096,Z,G,
1001900000,,2021,M,102,C,J,
1001900000,,2021,M,104,C,J,
6300000000,6300800000,2021,M,104,Z,F,
1000300000,1000302000,2021,M,096,D,F,
1000300000,1000307000,2021,M,104,C,G,
6400000000,6400200000,2021,M,099,Z,S,
6500000000,6500100000,2021,M,102,C,H,
6400000000,6400900000,2021,F,101,Z,G,
6400000000,6400300000,2021,M,106,Z,Q,
1002100000,,2021,M,094,Z,Q,
1002100000,,2021,F,102,C,Z,
1002100000,,2021,M,104,C,F,
1002100000,,2021,F,097,Z,Q,
1001300000,1001301000,2021,F,094,D,H,
6400000000,6401900000,2021,M,096,Z,Q,
1000400000,1000406000,2021,F,104,I,G,
1001700000,1001706000,2021,M,096,D,Z,
6400000000,6400500000,2021,F,100,C,F,
6400000000,6401100000,2021,M,100,C,G,
1002100000,,2021,F,103,Z,Q,
1002100000,,2021,F,099,Z,Q,
6500000000,6500800000,2021,M,110,Z,O,
1001900000,,2021,M,099,C,K,
1001900000,,2021,F,108,I,H,
1000700000,1000701000,2021,F,096,Z,W,
6400000000,6400900000,2021,M,109,I,F,
1001300000,1001311000,2021,F,093,E,Y,
6300000000,6300700000,2021,F,106,I,Y,
6400000000,6400400000,2021,M,104,C,K,
6500000000,6500600000,2021,F,110,I,9,
1001900000,,2021,M,106,I,F,
1001900000,,2021,F,093,Z,G,
6400000000,6400900000,2021,M,103,C,F,
1001900000,,2021,M,098,C,F,
1000700000,1000720000,2021,F,104,C,G,
6500000000,6500400000,2021,M,,C,F,
6500000000,6500300000,2021,F,106,I,H,
1002100000,,2021,F,093,E,Q,
6400000000,6400900000,2021,M,103,C,X,
1002100000,,2021,F,096,D,F,
6500000000,6500300000,2021,M,105,I,G,
1002100000,,2021,F,098,C,G,
1001800000,1001801000,2021,M,102,C,G,
6400000000,6401700000,2021,M,102,C,G,
1002100000,,2021,M,103,C,H,
1001800000,1001801000,2021,M,097,D,F,
6300000000,,2021,M,110,I,G,
6400000000,6400500000,2021,F,107,I,G,
1002100000,,2021,F,107,I,F,
1000700000,1000717000,2021,F,106,I,G,
1000900000,1000903000,2021,M,106,I,F,
1001400000,1001403000,2021,F,106,I,G,
1000500000,1000508000,2021,F,108,I,G,
1001900000,,2021,F,094,E,F,
1000300000,1000308000,2021,M,094,E,G,
6400000000,6401200000,2021,M,102,C,F,
6500000000,6501300000,2021,M,106,I,F,
6400000000,6401200000,2021,M,094,E,F,
1001900000,,2021,M,097,D,F,
1001900000,,2021,M,098,C,F,
1000500000,1000505000,2021,M,106,I,Z,
1001900000,,2021,M,106,I,F,
1001900000,,2021,F,107,I,F,
6400000000,6402900000,2021,F,096,D,G,
1001900000,,2021,M,093,E,Z,
6300000000,,2021,F,101,C,F,
6400000000,6400800000,2021,F,105,I,F,
1001600000,,2021,F,105,I,G,
1001900000,,2021,F,104,C,S,
1000900000,,2021,M,104,C,9,
1001900000,,2021,F,101,C,K,
6300000000,6300800000,2021,M,095,E,F,
6400000000,6400900000,2021,F,110,I,G,
1001900000,,2021,F,105,I,G,
1000200000,1000202000,2021,F,096,D,G,
6300000000,6301000000,2021,F,093,X,G,
6300000000,6301100000,2021,M,107,I,G,
6300000000,6301100000,2021,F,103,C,H,
6300000000,6301100000,2021,M,102,C,F,
6300000000,6300200000,2021,M,100,C,F,
6300000000,6300900000,2021,F,100,C,H,
6300000000,6300400000,2021,F,096,D,H,
6300000000,6301200000,2021,F,093,Z,Q,
6300000000,6300200000,2021,M,104,Z,Q,
6300000000,6301100000,2021,M,102,Z,Z,
1000300000,1000305000,2021,M,104,I,G,
1000300000,1000301000,2021,M,100,C,G,
1002100000,,2021,M,108,I,F,
6300000000,6300800000,2021,F,104,I,G,
1001900000,,2021,F,100,C,F,
1001900000,,2021,M,110,I,G,
6400000000,6401900000,2021,M,093,D,9,
1000900000,1000901000,2021,M,101,C,F,
6400000000,6400300000,2021,M,094,E,G,
1000900000,1000901000,2021,F,095,D,F,
6300000000,6301200000,2021,F,106,I,F,
6300000000,6301200000,2021,M,108,I,F,
1000300000,1000308000,2021,F,093,Z,Q,
1000300000,1000303000,2021,M,106,I,F,
1000300000,1000308000,2021,M,099,C,F,
1000300000,1000302000,2021,M,101,C,F,
1000300000,1000308000,2021,M,100,C,K,
1000300000,1000308000,2021,M,098,C,K,
1000300000,1000306000,2021,F,094,D,Z,
6500000000,6502500000,2021,M,100,C,F,
6400000000,6400500000,2021,F,107,I,F,
1001800000,1001802000,2021,M,096,D,Z,
6400000000,6401900000,2021,F,094,E,G,
1001500000,1001505000,2021,F,092,E,G,
6400000000,6400300000,2021,F,096,D,F,
1000500000,1000502000,2021,F,101,C,H,
1002100000,,2021,M,109,I,F,
6500000000,6501100000,2021,M,100,C,G,
6500000000,6501100000,2021,F,098,C,G,
1000500000,1000503000,2021,M,092,E,F,
1001400000,1001401000,2021,M,099,C,G,
1001700000,1001705000,2021,F,099,C,F,
1001700000,1001705000,2021,M,097,D,F,
1001700000,1001705000,2021,M,104,C,F,
6400000000,6400500000,2021,F,109,I,h,
1001600000,,2021,F,107,I,G,
6400000000,6400900000,2021,M,109,I,F,
6300000000,6301100000,2021,F,105,I,G,
6300000000,6301100000,2021,F,106,I,F,
6300000000,6300900000,2021,M,102,C,G,
6300000000,6300900000,2021,F,103,C,G,
6300000000,6300900000,2021,M,107,I,Z,
6300000000,6300700000,2021,F,104,I,F,
6300000000,6301200000,2021,M,105,I,H,
1000300000,1000305000,2021,M,108,I,F,
1000300000,1000302000,2021,F,092,E,F,
1000300000,1000301000,2021,F,099,C,F,
1000300000,1000312000,2021,M,093,E,G,
1000300000,1000310000,2021,M,108,I,F,
1001900000,,2021,M,099,C,F,
1001900000,,2021,M,097,D,F,
6300000000,6300500000,2021,F,110,Z,9,
1000300000,,2021,F,107,I,F,
1000300000,1000307000,2021,F,097,D,F,
1000300000,1000303000,2021,F,100,Z,Q,
1000300000,1000302000,2021,M,097,D,G,
1000300000,1000304000,2021,M,104,I,F,
1000300000,1000305000,2021,M,099,C,F,
